timestamp,file,scenario_name,model,style,answer,correct_choice,is_correct,question,choice_A,choice_B,choice_C,choice_D
2025-10-11T09:12:54Z,/content/drive/MyDrive/DriveBench/mcq_jsons_MCQ_200_balanced/AggressiveWeave_DawnTunnelEntry_v1_MCQ_scenario_checked.json,AggressiveWeave_DawnTunnelEntry_v1,openai/gpt-4.1,scenario,B,B,True,"At dawn, the ego vehicle approaches a tunnel on a two-lane road at 27.78 m/s, 100 meters behind a fast, weaving truck moving at 33.33 m/s in the left lane. A green light persists 50 meters before the tunnel, with no pedestrians or upcoming signal change. What should be the ego vehicle's safest priority?",Increase speed to pass the truck before the tunnel,"Maintain speed and lane position, preparing to decelerate",Immediately change lanes to overtake the truck on the right,Brake hard to create maximum distance from the truck
2025-10-11T09:12:54Z,/content/drive/MyDrive/DriveBench/mcq_jsons_MCQ_200_balanced/AggressiveWeaveTouristHailstormCurvedHighway_v1_MCQ_scenario.json,AggressiveWeaveTouristHailstormCurvedHighway_v1,openai/gpt-4.1,scenario,C,C,True,"A hailstorm reduces visibility and road traction on a curved highway with a 100 km/h speed limit. An aggressive vehicle ahead weaves and suddenly cuts into the ego vehicle’s lane while braking hard at 6 m/s². Given the weather, road curvature, and abrupt maneuver, what should be the ego vehicle’s highest priority to ensure safety?",Maintain speed and lane position to avoid overreacting,Immediately swerve into another lane to create distance,"Prioritize smooth, controlled braking to avoid skidding",Accelerate to reduce time spent near the aggressive vehicle
2025-10-11T09:12:54Z,/content/drive/MyDrive/DriveBench/mcq_jsons_MCQ_200_balanced/AggressiveWeaveThunderstorm_v1_MCQ_comparative.json,AggressiveWeaveThunderstorm_v1,openai/gpt-4.1,comparative,A,A,True,"During a thunderstorm at night, the ego vehicle approaches an off-ramp diverge at 27.8 m/s with heavy rain reducing visibility. The pedestrian crossing near the diverge poses a potential risk, and no traffic signals are active despite a green light. Given low traffic but poor perception conditions, which maneuver best balances safety and control?",Brake gradually to reduce speed before the diverge,Accelerate to clear the area quickly,Change lanes abruptly to the left,Maintain current speed through the diverge
2025-10-11T09:12:54Z,/content/drive/MyDrive/DriveBench/mcq_jsons_MCQ_200_balanced/AggressiveWeaveBridgeIce_v1_MCQ_policy_checked.json,AggressiveWeaveBridgeIce_v1,openai/gpt-4.1,policy,D,D,True,"The ego vehicle approaches a narrow, icy mountain switchback at night with poor visibility, planning a right lane change. A lead car suddenly brakes hard at 30 seconds, reducing traction and visibility further. Given the high risk of skidding and limited escape options, what minimum time gap should the ego vehicle maintain to the lead vehicle during the lane change, based on conservative safety policy for adverse conditions?",1.0 second,1.5 seconds,2.0 seconds,3.0 seconds
2025-10-11T09:12:54Z,/content/drive/MyDrive/DriveBench/mcq_jsons_MCQ_200_balanced/AggressiveWeave_EcoFoggedUnmarked_v1_MCQ_physics_checked.json,AggressiveWeave_EcoFoggedUnmarked_v1,openai/gpt-4.1,physics,C,C,True,"The ego vehicle travels at 100 km/h (27.78 m/s) and spots an aggressive weaver ahead at -50.0 m, moving at 120 km/h (33.33 m/s). Assume the lead vehicle becomes a stationary obstacle after the driver's reaction. With a reaction time of 1.5 seconds and max deceleration of 6.5 m/s², what is the minimum safe headway distance to avoid collision?",50.00 m,64.25 m,78.42 m,92.50 m
2025-10-11T09:12:54Z,/content/drive/MyDrive/DriveBench/mcq_jsons_MCQ_200_balanced/AggressiveWeaveBridgeIce_v1_MCQ_physics_checked.json,AggressiveWeaveBridgeIce_v1,openai/gpt-4.1,physics,D,D,True,"The ego vehicle travels at 25 m/s and must respond to a lead car braking at -3.0 m/s² for 5 seconds, starting 150 m ahead. Assume the lead vehicle becomes a stationary obstacle after the driver's reaction. What minimum safe headway (in meters) must the ego vehicle maintain to avoid collision, including a 1.5-second reaction time?",45.00 m,68.75 m,93.75 m,118.75 m
2025-10-11T09:12:55Z,/content/drive/MyDrive/DriveBench/mcq_jsons_MCQ_200_balanced/AggressiveWeave_GravelTunnel_v1_MCQ_scenario_checked.json,AggressiveWeave_GravelTunnel_v1,openai/gpt-4.1,scenario,C,C,True,"During daylight on a dry, low-grip gravel road approaching a tunnel, the ego vehicle travels at 30 m/s with no nearby traffic. A vulnerable road user may appear, and an aggressive driver is expected to weave unpredictably. Given the high speed and reduced traction, what should be the primary safety priority?",Maximize speed to exit the tunnel zone quickly,Maintain current speed and lane position steadily,Reduce speed slightly to increase control margin,Change lanes frequently to avoid potential cut-ins
2025-10-11T09:12:55Z,/content/drive/MyDrive/DriveBench/mcq_jsons_MCQ_200_balanced/AggressiveWeave_GravelBridge_v1_MCQ_policy_checked.json,AggressiveWeave_GravelBridge_v1,openai/gpt-4.1,policy,D,D,True,"A vehicle ahead suddenly brakes on a gravel suspension bridge with crosswinds at 100 km/h. The lead car began 50 meters ahead and decelerated sharply after 10 seconds. Given the adverse traction, lateral instability, and high initial speed, what minimum time gap should the ego vehicle maintain to comply with conservative safety policy under these high-risk conditions?",1.0 second,1.5 seconds,2.0 seconds,3.0 seconds
2025-10-11T09:12:55Z,/content/drive/MyDrive/DriveBench/mcq_jsons_MCQ_200_balanced/AggressiveWeave_LowVisibilityStopSign_v1_MCQ_comparative_checked.json,AggressiveWeave_LowVisibilityStopSign_v1,openai/gpt-4.1,comparative,C,C,True,The ego vehicle approaches a stop sign at 80 meters distance with sun glare reducing visibility. A lead car in lane 0 suddenly brakes at 5.0 m/s² for 2 seconds. The ego must stop completely at the stop line without violation. Which maneuver best balances safe following distance and stop compliance under low visibility?,Hard brake immediately,Maintain current speed,"Slight deceleration now, prepare to stop",Accelerate to clear the intersection
2025-10-11T09:12:55Z,/content/drive/MyDrive/DriveBench/mcq_jsons_MCQ_200_balanced/AggressiveWeave_IcyDoubleRoundabout_Construction_MCQ_hybrid_checked.json,AggressiveWeave_IcyDoubleRoundabout_Construction,openai/gpt-4.1,hybrid,D,C,False,"At 100 km/h (27.78 m/s) on ice, the motorcycle ahead decelerates at 4 m/s² for 2 seconds. Assume the lead vehicle becomes a stationary obstacle after the driver's reaction. With a 1.5-second perception-response time, what is the minimum safe headway distance to avoid collision?",41.67 m,57.67 m,96.45 m,112.45 m
2025-10-11T09:12:55Z,/content/drive/MyDrive/DriveBench/mcq_jsons_MCQ_200_balanced/AggressiveWeave_LowVisibilityStopSign_v1_MCQ_hybrid_checked.json,AggressiveWeave_LowVisibilityStopSign_v1,openai/gpt-4.1,hybrid,D,D,True,"The ego vehicle approaches the stop sign at 25 m/s with low visibility due to sun glare. To safely stop at the stop line, it must decelerate at 5.0 m/s². Assume the lead vehicle becomes a stationary obstacle after the driver's reaction. What is the minimum required stopping distance including a 1.5-second reaction time?",31.25 m,68.75 m,87.50 m,118.75 m
2025-10-11T09:12:55Z,/content/drive/MyDrive/DriveBench/mcq_jsons_MCQ_200_balanced/AggressiveWeave_DawnTunnelEntry_v1_MCQ_physics_checked.json,AggressiveWeave_DawnTunnelEntry_v1,openai/gpt-4.1,physics,C,C,True,"The ego vehicle (27.78 m/s) follows a truck (33.33 m/s) 100 m ahead on a 100 kph road. Assume the lead vehicle becomes a stationary obstacle after the driver's reaction. With a 1.5 s reaction time and max deceleration of 6.5 m/s², what is the minimum safe following distance to avoid collision?",85.20 m,100.00 m,115.67 m,132.41 m
2025-10-11T09:12:55Z,/content/drive/MyDrive/DriveBench/mcq_jsons_MCQ_200_balanced/AggressiveWeave_MountainSwitchback_v1_MCQ_physics_checked.json,AggressiveWeave_MountainSwitchback_v1,openai/gpt-4.1,physics,B,D,False,"At 40 seconds, the aggressive vehicle cuts in and decelerates at -2.5 m/s² for 2 seconds. The ego vehicle travels at 80 km/h (22.22 m/s). Assume the lead vehicle becomes a stationary obstacle after the driver's reaction. What is the minimum headway needed to avoid collision, including a 1.5-second reaction time?",33.33 m,55.56 m,44.44 m,66.67 m
2025-10-11T09:12:55Z,/content/drive/MyDrive/DriveBench/mcq_jsons_MCQ_200_balanced/AggressiveWeave_HailstormRoundabout_MCQ_scenario_checked.json,AggressiveWeave_HailstormRoundabout,openai/gpt-4.1,scenario,C,C,True,"During a hailstorm with poor visibility, the ego vehicle approaches a red-light-controlled roundabout exit at 25 m/s, while an aggressive car ahead suddenly brakes at 4.0 m/s². The ego must stop before the red light at x = -100.0 without violating the signal. Given reduced traction and the risk of rear-end collision, what should be the ego's highest priority?",Maintain current speed to avoid being rear-ended,Match the aggressive vehicle's deceleration exactly,"Begin immediate, controlled braking to ensure stop at the light",Accelerate to pass the aggressive vehicle before it cuts in
2025-10-11T09:12:55Z,/content/drive/MyDrive/DriveBench/mcq_jsons_MCQ_200_balanced/AggressiveWeave_MediumDifficult_v1_MCQ_physics_checked.json,AggressiveWeave_MediumDifficult_v1,openai/gpt-4.1,physics,B,C,False,"The ego vehicle accelerates from rest at x = -200.0 to merge on a bridge with an aggressive driver in lane 0 at 25 m/s. Assume the lead vehicle becomes a stationary obstacle after the driver's reaction. With a 1.5-second reaction time and max deceleration of 6 m/s², what is the minimum safe headway (in meters) to avoid collision?",37.50 m,62.50 m,52.08 m,46.88 m
2025-10-11T09:12:55Z,/content/drive/MyDrive/DriveBench/mcq_jsons_MCQ_200_balanced/AggressiveWeave_MediumTraffic_v1_MCQ_policy_checked.json,AggressiveWeave_MediumTraffic_v1,openai/gpt-4.1,policy,C,D,False,"The ego vehicle travels at 100 km/h on a clear highway with moderate traffic. A forward vehicle moves at the same speed, while an aggressive driver weaves nearby and later brakes sharply. Given the sudden braking risk and weaving behavior, what minimum time gap should the ego maintain for safety, per conservative driving policy?",1.0 second,1.5 seconds,2.0 seconds,3.0 seconds
2025-10-11T09:12:55Z,/content/drive/MyDrive/DriveBench/mcq_jsons_MCQ_200_balanced/AggressiveWeave_MountainV1_MCQ_hybrid_checked.json,AggressiveWeave_MountainV1,openai/gpt-4.1,hybrid,B,C,False,The ego vehicle travels at 20 m/s on a gravel road approaching a red light at x = -50.0. It must stop before the line. Assume the lead vehicle becomes a stationary obstacle after the driver's reaction. What is the minimum safe headway to ensure a collision-free stop with 4.0 m/s² deceleration and 1.0 s reaction time?,50.00 m,60.00 m,70.00 m,80.00 m
2025-10-11T09:12:55Z,/content/drive/MyDrive/DriveBench/mcq_jsons_MCQ_200_balanced/AggressiveWeave_Hailstorm_v1_MCQ_scenario_checked.json,AggressiveWeave_Hailstorm_v1,openai/gpt-4.1,scenario,B,B,True,"A severe hailstorm reduces visibility and traction on a two-lane highway where an aggressive vehicle weaves erratically ahead at 30 m/s. At 30 seconds, it suddenly decelerates at 4.0 m/s² for 2.5 seconds. The traffic light is inactive, and the ego vehicle approaches at 28 m/s. What should be the ego vehicle's highest priority to maintain safety?","Maintain speed and lane position, relying on increased following distance.",Prepare for abrupt deceleration and potential lateral intrusion.,Change lanes immediately to avoid the erratic vehicle ahead.,"Stop behind the stop line, awaiting improved visibility."
2025-10-11T09:12:55Z,/content/drive/MyDrive/DriveBench/mcq_jsons_MCQ_200_balanced/AggressiveWeave_NeonNight_v1_MCQ_policy_checked.json,AggressiveWeave_NeonNight_v1,openai/gpt-4.1,policy,D,D,True,"During a high-speed nighttime drive on a three-lane highway with impaired visibility due to neon glare, the ego vehicle encounters a sudden obstacle at 20 seconds, triggering emergency braking. Given the reduced visual clarity and high speed, safety policies recommend maintaining a conservative time gap. What minimum time gap should the ego vehicle have maintained before the hazard to ensure safe response?",1.0 second,1.5 seconds,2.0 seconds,3.0 seconds
2025-10-11T09:12:55Z,/content/drive/MyDrive/DriveBench/mcq_jsons_MCQ_200_balanced/AggressiveWeave_NarrowBridge_v1_MCQ_physics_checked.json,AggressiveWeave_NarrowBridge_v1,openai/gpt-4.1,physics,B,C,False,"The ego vehicle approaches a red light at 28 m/s, 200 m from the stop line at x = -150.0. Assume 1.5 s reaction time and max deceleration of 6.5 m/s². (B) 'Assume the lead vehicle becomes a stationary obstacle after the driver's reaction.' What is the minimum safe distance to the aggressive car at x = -100.0 to avoid collision?",39.20 m,52.50 m,63.70 m,75.60 m
2025-10-11T09:12:55Z,/content/drive/MyDrive/DriveBench/mcq_jsons_MCQ_200_balanced/AggressiveWeave_Overtake_v1_MCQ_physics_checked.json,AggressiveWeave_Overtake_v1,openai/gpt-4.1,physics,B,C,False,You are driving at 100 km/h (27.78 m/s) in lane 2. The daydreaming car in lane 0 brakes suddenly at t=8 s. Assume your reaction time is 1.5 s and deceleration is 4 m/s². Assume the lead vehicle becomes a stationary obstacle after the driver's reaction. What is the minimum headway required to avoid collision?,20.83 m,48.61 m,96.45 m,117.06 m
2025-10-11T09:12:55Z,/content/drive/MyDrive/DriveBench/mcq_jsons_MCQ_200_balanced/AggressiveWeave_TunnelEntry_v1_MCQ_policy_checked.json,AggressiveWeave_TunnelEntry_v1,openai/gpt-4.1,policy,D,D,True,"The ego vehicle approaches a tunnel at night during heavy rain and lightning, with no traffic, low visibility, and a 100 km/h speed limit. Given the adverse weather and nighttime conditions, safety policies recommend reducing speed and increasing following distance even without preceding vehicles. What minimum time gap should the ego vehicle maintain to ensure safe perception and response margins when entering the tunnel?",1.0 second,1.5 seconds,2.0 seconds,3.0 seconds
2025-10-11T09:12:55Z,/content/drive/MyDrive/DriveBench/mcq_jsons_MCQ_200_balanced/AggressiveWeave_RailroadLevelCrossing_v1_MCQ_scenario_checked.json,AggressiveWeave_RailroadLevelCrossing_v1,openai/gpt-4.1,scenario,B,B,True,"During a clear afternoon, you approach a railroad crossing on a three-lane road at 100 km/h with sun glare reducing visibility. An aggressive vehicle ahead weaves between lanes at the same speed, and no signals or stop lines are present. Given the high speed, glare, and erratic behavior, what should be your primary safety priority?",Increase speed slightly to pass the aggressive vehicle safely,"Maintain current speed and lane, focusing on steady control and spacing",Switch lanes frequently to avoid the aggressive vehicle's path,Brake suddenly to create distance if the vehicle cuts in
2025-10-11T09:12:55Z,/content/drive/MyDrive/DriveBench/mcq_jsons_MCQ_200_balanced/AggressiveWeave_RainyUnmarked_v1_MCQ_policy_checked.json,AggressiveWeave_RainyUnmarked_v1,openai/gpt-4.1,policy,D,D,True,"At night during heavy rain, the ego vehicle approaches an unmarked rural intersection at 90 km/h, with an aggressive sports car weaving ahead. Given poor visibility, slippery roads, and the lead vehicle’s plan to cut in after 20 seconds, safety policy requires maintaining a conservative minimum time gap. What is the most appropriate minimum time gap to maintain for safe hazard anticipation?",1 second,2 seconds,3 seconds,4 seconds
2025-10-11T09:12:56Z,/content/drive/MyDrive/DriveBench/mcq_jsons_MCQ_200_balanced/AggressiveWeave_Overtake_v1_MCQ_scenario_checked.json,AggressiveWeave_Overtake_v1,openai/gpt-4.1,scenario,B,D,False,"You are driving in lane 2 at 100 kph, approaching a traffic light 150m away that is currently green with 30 steps remaining. An aggressive car weaves from lane 1 into your lane ahead, while a daydreaming car brakes suddenly in lane 0. What is the safest priority?",Accelerate to overtake the weaving car before it fully enters,Brake sharply to avoid the weaving car and maintain headway,Change lanes to lane 0 to avoid the weaving car despite the braking car,Maintain speed and prepare to stop for the traffic light if it turns red
2025-10-11T09:12:56Z,/content/drive/MyDrive/DriveBench/mcq_jsons_MCQ_200_balanced/AggressiveWeave_RainHairpin_v1_MCQ_comparative_checked.json,AggressiveWeave_RainHairpin_v1,openai/gpt-4.1,comparative,C,C,True,"The ego vehicle starts at rest on a two-lane road in heavy rain, evening light, and poor visibility, approaching a stop line at x = -150 m. An aggressive car is at x = -50 m in the left lane, moving at 25 m/s, and will weave right after 100 meters. With no traffic signals and high traffic density, which maneuver best balances stopping safely before the line and avoiding a collision during the weave?",Accelerate to clear the turn before the aggressive car approaches,Maintain current speed and prepare to brake,Immediately brake to ensure stop before the line,Change lanes now to avoid future conflict
2025-10-11T09:12:56Z,/content/drive/MyDrive/DriveBench/mcq_jsons_MCQ_200_balanced/AggressiveWeave_NightHighway_v1_MCQ_hybrid_checked.json,AggressiveWeave_NightHighway_v1,openai/gpt-4.1,hybrid,A,D,False,"The ego vehicle travels at 100 km/h (27.78 m/s) and must respond to a lead vehicle cutting in and decelerating sharply. Assume the lead vehicle becomes a stationary obstacle after the driver's reaction. With a perception-reaction time of 1.5 seconds and deceleration of 7 m/s², what is the minimum safe headway to avoid collision?",52.45 meters,39.67 meters,48.23 meters,55.12 meters
2025-10-11T09:12:56Z,/content/drive/MyDrive/DriveBench/mcq_jsons_MCQ_200_balanced/AggressiveWeave_UphillSandstormMergeEasy_v1_MCQ_comparative_checked.json,AggressiveWeave_UphillSandstormMergeEasy_v1,openai/gpt-4.1,comparative,C,B,False,"The ego vehicle must merge safely uphill in a sandstorm at night with limited visibility. Traffic includes a cautious car at 90 km/h in lane 1 and an aggressive one at 110 km/h in lane 2 weaving unpredictably. Given dense traffic and no red-light risk, which maneuver minimizes collision risk during the merge?",Accelerate to 100 km/h and merge into lane 1 immediately,Maintain 80 km/h and merge into lane 1 when gap allows,Brake slightly to 70 km/h and wait for larger gap before merging,Accelerate to match the aggressive vehicle's speed in lane 2
2025-10-11T09:12:56Z,/content/drive/MyDrive/DriveBench/mcq_jsons_MCQ_200_balanced/AggressiveWeave_RoadMerge_v1_MCQ_comparative_checked.json,AggressiveWeave_RoadMerge_v1,openai/gpt-4.1,comparative,A,A,True,"The ego vehicle approaches a stop line at x = -50.0 from x = -80.0 at 25 m/s, with a red light active and high traffic. A tailgating car in lane 1 suddenly brakes at 40 seconds. Which maneuver best balances stopping safely before the stop line and avoiding a rear-end collision?",Brake smoothly to stop before x = -50.0,Accelerate to pass the stop line before red ends,Change lane to avoid the tailgating vehicle,Maintain current speed until light changes
2025-10-11T09:12:56Z,/content/drive/MyDrive/DriveBench/mcq_jsons_MCQ_200_balanced/AggressiveWeave_RainyNarrowBridge_v1_MCQ_hybrid_checked.json,AggressiveWeave_RainyNarrowBridge_v1,openai/gpt-4.1,hybrid,C,C,True,"The ego vehicle travels at 100 km/h (27.78 m/s) on a rainy bridge with poor visibility. The aggressive vehicle cuts in at 50 seconds and decelerates at 6 m/s² for 2 seconds. Assume the lead vehicle becomes a stationary obstacle after the driver's reaction. What minimum headway should the ego maintain to avoid collision, considering reaction time and adverse conditions?",55.56 meters,45.00 meters,65.56 meters,38.89 meters
2025-10-11T09:12:56Z,/content/drive/MyDrive/DriveBench/mcq_jsons_MCQ_200_balanced/AggressiveWeave_RuralPass_v1_MCQ_scenario_checked.json,AggressiveWeave_RuralPass_v1,openai/gpt-4.1,scenario,B,B,True,"In a rural mountainous area with clear weather but evening shadows, the ego vehicle is stationary 150 meters before an unmarked two-lane intersection. No traffic is visible, but sudden aggressive maneuvers from hidden vehicles are expected. Given the high-speed dynamics and need to safely park, what should be the driver's primary priority?",Accelerate quickly to clear the intersection before potential traffic arrives,Remain stationary and assess for implicit right-of-way before proceeding,Begin parking immediately at the current location without entering the intersection,Proceed slowly into the intersection to establish right-of-way presence
2025-10-11T09:12:56Z,/content/drive/MyDrive/DriveBench/mcq_jsons_MCQ_200_balanced/AggressiveWeave_YInter_Hailstorm_Park_V1_MCQ_comparative_checked.json,AggressiveWeave_YInter_Hailstorm_Park_V1,openai/gpt-4.1,comparative,A,A,True,"An aggressive driver approaches a Y-intersection at night during a hailstorm, with 100 m visibility and high speed on a 100 km/h road. The vehicle is on a slippery surface, and no traffic controls or other vehicles are present. Given poor traction and limited sight distance, which maneuver best reduces collision risk?",Brake firmly to reduce speed before the intersection,Accelerate to clear the intersection quickly,Maintain current speed and steer steadily through the turn,Weave laterally to improve visibility and traction
2025-10-11T09:12:56Z,/content/drive/MyDrive/DriveBench/mcq_jsons_MCQ_200_balanced/AggroOnRampMerge_DesertHeat_v1_MCQ_scenario.json,AggroOnRampMerge_DesertHeat_v1,openai/gpt-4.1,scenario,C,C,True,"An autonomous vehicle enters a highway on-ramp under dense traffic, with an aggressive car in lane 1 planning to merge into lane 2 and a slow truck already in lane 2. The ego vehicle must merge safely before a downstream roundabout. Given the high speed limit, heat mirages affecting perception, and mismatched vehicle behaviors, what should be the primary safety priority during the merge maneuver?",Accelerate to match the speed of the aggressive car to force a merge gap.,Maintain current speed and aim to merge directly in front of the cautious truck.,Adjust speed smoothly to position behind the truck while avoiding provoking the aggressive car.,Halt on the on-ramp until both lane 1 and lane 2 clear completely.
2025-10-11T09:12:56Z,/content/drive/MyDrive/DriveBench/mcq_jsons_MCQ_200_balanced/Aggressive_Auto_Fog_Curved_Highway_v1_MCQ_physics_checked.json,Aggressive_Auto_Fog_Curved_Highway_v1,openai/gpt-4.1,physics,A,A,True,"An aggressive car in lane 1 decelerates at 4.0 m/s² for 2.5 seconds, starting from 30 m/s. The ego vehicle travels at 25 m/s and must avoid a rear-end collision. Assume the lead vehicle becomes a stationary obstacle after the driver's reaction. What is the minimum safe headway at the start of the maneuver to avoid collision?",31.25 m,18.75 m,50.00 m,12.50 m
2025-10-11T09:12:56Z,/content/drive/MyDrive/DriveBench/mcq_jsons_MCQ_200_balanced/AggressiveWeave_V1_MCQ_physicsChecked.json,AggressiveWeave_V1,openai/gpt-4.1,physics,D,C,False,"On a hailstorm-affected expressway with poor visibility, the ego vehicle travels at 27.78 m/s. Assume the lead vehicle becomes a stationary obstacle after the driver's reaction. With a 1.5-second reaction time and maximum deceleration of 6 m/s², what is the minimum stopping distance required?",41.67 m,64.58 m,106.25 m,148.93 m
2025-10-11T09:12:56Z,/content/drive/MyDrive/DriveBench/mcq_jsons_MCQ_200_balanced/Aggressive_Auto_Fog_Curved_Highway_v1_MCQ_comparative_checked.json,Aggressive_Auto_Fog_Curved_Highway_v1,openai/gpt-4.1,comparative,A,A,True,"The ego vehicle travels at 25 m/s on a foggy, curved highway with poor visibility, behind a cautious truck (20 m/s) and ahead of an aggressive car (30 m/s). At 300 s, the aggressive car cuts in with 4.0 m/s² deceleration over 2.5 s. Given limited sight distance and traffic density, which maneuver best avoids collision while respecting traffic flow and red light control?",Brake moderately to increase gap,Accelerate to pass the truck,Change lanes left to overtake,Maintain current speed and lane
2025-10-11T09:12:56Z,/content/drive/MyDrive/DriveBench/mcq_jsons_MCQ_200_balanced/AggressiveWeave_V1_MCQ_policy_checked.json,AggressiveWeave_V1,openai/gpt-4.1,policy,B,B,True,"During a hailstorm on a 100 km/h expressway with poor visibility and medium traffic, your ego vehicle approaches at 27.78 m/s. Given reduced traction and an aggressive vehicle in lane 3 moving at 33.33 m/s, what is the safest policy for initiating a lane change?",Change lanes immediately if the adjacent vehicle is more than 2 seconds away.,"Wait until the adjacent vehicle is at least 4 seconds ahead, considering weather and speed differentials.",Match the speed of the aggressive vehicle and cut in quickly to minimize exposure.,Signal and change lanes as long as the adjacent lane appears empty within 50 meters.
2025-10-11T09:12:56Z,/content/drive/MyDrive/DriveBench/mcq_jsons_MCQ_200_balanced/AnimalCrossingNightHighTrafficRedCamel_MCQ_hybrid.json,AnimalCrossingNightHighTrafficRedCamel,openai/gpt-4.1,hybrid,B,D,False,"At night during heavy rain, the ego vehicle travels at 80 km/h (22.22 m/s) on a slippery bridge. Assume a driver reaction time of 1.5 seconds and maximum deceleration of 6 m/s². (B) 'Assume the lead vehicle becomes a stationary obstacle after the driver's reaction.' What is the minimum safe headway distance to avoid collision?",33.33 meters,51.85 meters,41.67 meters,63.33 meters
2025-10-11T09:12:56Z,/content/drive/MyDrive/DriveBench/mcq_jsons_MCQ_200_balanced/AnimalCrossingNightEasy_v1_MCQ_hybrid.json,AnimalCrossingNightEasy_v1,openai/gpt-4.1,hybrid,B,D,False,"The ego vehicle travels at 25 m/s behind a lead car with a 2-second headway. Assume the lead vehicle becomes a stationary obstacle after the driver's reaction. Given low visibility post-tunnel, what is the minimum safe following distance considering perception-reaction time of 1.5 s and braking at 6.5 m/s²?",37.5 m,65.8 m,48.1 m,95.3 m
2025-10-11T09:12:56Z,/content/drive/MyDrive/DriveBench/mcq_jsons_MCQ_200_balanced/AngryDriver_IcyTunnel_v1_MCQ_physics.json,AngryDriver_IcyTunnel_v1,openai/gpt-4.1,physics,D,C,False,"At night in a tunnel with ice, the ego vehicle travels at 25 m/s, following a lead vehicle at 20 m/s, 50 m ahead. The lead vehicle suddenly brakes at 5.0 m/s² for 2.0 seconds. Assume the lead vehicle becomes a stationary obstacle after the driver's reaction. What minimum headway must the ego maintain to avoid collision, assuming 1.0 s reaction time and maximum deceleration of 5.0 m/s²?",35.00 m,45.00 m,55.00 m,65.00 m
2025-10-11T09:12:56Z,/content/drive/MyDrive/DriveBench/mcq_jsons_MCQ_200_balanced/AnimalCrossingNightShowoffOilSpillOnRampMerge_v1_MCQ_scenario.json,AnimalCrossingNightShowoffOilSpillOnRampMerge_v1,openai/gpt-4.1,scenario,B,B,True,"At night on a clear highway with low traffic, the ego vehicle approaches a merge zone with an oil spill near the lane. A sports car ahead in the middle lane suddenly slows with hazard lights. The ego vehicle must merge safely. Given the oil spill and abrupt deceleration, what should be the primary focus for safe navigation?",Matching the sports car's speed to maintain lane position,Prioritizing avoidance of the oil spill by adjusting lateral position,Accelerating to pass the sports car before it brakes,Signaling left to yield to highway traffic
2025-10-11T09:12:56Z,/content/drive/MyDrive/DriveBench/mcq_jsons_MCQ_200_balanced/AngryDriver_HairpinNight_v1_MCQ_hybrid.json,AngryDriver_HairpinNight_v1,openai/gpt-4.1,hybrid,B,C,False,"On a downhill slope at night with glare, you brake smoothly at 5 m/s² for 2s starting at 5s. Your initial speed is 80 km/h (22.22 m/s). Assume the lead vehicle becomes a stationary obstacle after your reaction. What is the minimum safe headway to avoid collision?",44.44 m,66.66 m,88.88 m,111.10 m
2025-10-11T09:12:56Z,/content/drive/MyDrive/DriveBench/mcq_jsons_MCQ_200_balanced/AnimalCrossingNightOffRampDiverge_v1_MCQ_comparative.json,AnimalCrossingNightOffRampDiverge_v1,openai/gpt-4.1,comparative,A,A,True,"Driving at 25 m/s during a sandstorm at night on a two-lane highway, you approach a diverge with dense traffic. The right-lane vehicle ahead suddenly brakes at 5 m/s² for 2 seconds. A nearby left-lane vehicle drives normally, while erratic right-lane traffic and possible animal crossings increase risk. Which maneuver best balances collision avoidance and safe progression toward the exit?",Brake immediately to match deceleration,Accelerate to pass before braking zone,Change lanes to left immediately,Maintain current speed
2025-10-11T09:12:56Z,/content/drive/MyDrive/DriveBench/mcq_jsons_MCQ_200_balanced/AnimalCrossingNightOffRampDiverge_v1_MCQ_hybrid.json,AnimalCrossingNightOffRampDiverge_v1,openai/gpt-4.1,hybrid,D,D,True,"The ego vehicle travels at 25 m/s with 100 m visibility in a sandstorm. It must react to a lead vehicle braking at 5 m/s² for 2 seconds. Assume the lead vehicle becomes a stationary obstacle after the driver's reaction. What is the minimum safe headway to avoid collision, including reaction time and weather risk?",50.00 m,62.50 m,75.00 m,87.50 m
2025-10-11T09:12:56Z,/content/drive/MyDrive/DriveBench/mcq_jsons_MCQ_200_balanced/AnimalCrossingNightHard_v1_MCQ_comparative.json,AnimalCrossingNightHard_v1,openai/gpt-4.1,comparative,C,C,True,"At night on an icy two-lane bridge with good visibility, the ego vehicle approaches at 72 km/h. Low friction and potholes increase slip risk, but no traffic is present. The goal is safe bridge traversal with correct turn signal use. Which maneuver best balances control, stability, and rule compliance?",Brake sharply before the bridge and accelerate rapidly after entry,Maintain 72 km/h throughout without speed adjustment,Gradually reduce speed before the bridge and maintain steady pace across,Accelerate to 90 km/h to minimize time on the icy surface
2025-10-11T09:12:57Z,/content/drive/MyDrive/DriveBench/mcq_jsons_MCQ_200_balanced/AnimalCrossingNight_IceOffRamp_v1_MCQ_hybrid.json,AnimalCrossingNight_IceOffRamp_v1,openai/gpt-4.1,hybrid,D,D,True,The ego vehicle accelerates from rest 100 m behind a lead car moving at 25 m/s on an icy road at night. Assume the lead vehicle becomes a stationary obstacle after the driver's reaction. What minimum headway ensures a safe overtake given reduced traction and visibility?,50 m,75 m,100 m,125 m
